gene name,Degree unDir,EigenVector unDir
NME1,409,0.025321102
MIOS,193,0.014449668
MAP4K5,352,0.023620815
TGFBRAP1,191,0.01311487
RAN,425,0.029731734
DHX9,542,0.035457615
FER,451,0.029571511
LYST,263,0.015530609
DUSP1,242,0.013830162
PPARG,351,0.01994339
ETS1,276,0.01379716
DAPK3,170,0.010897225
CCDC130,227,0.013208944
ADIPOQ,201,0.011089811
CSNK2A1,818,0.04832867
WDR62,178,0.011030255
THPO,91,0.004635698
ILF2,613,0.041742081
PLCB4,403,0.024868837
RPL39L,218,0.018115026
CTNND1,241,0.015152771
TXNRD1,272,0.019988834
BTRC,336,0.021305748
MAPK8,396,0.021283835
TANK,367,0.021819832
PTBP1,425,0.028229601
IL23A,107,0.006017728
NFYC,243,0.016032803
ARHGAP5,177,0.010668092
YTHDC2,364,0.024072004
TBX2,92,0.005997247
ZNF652,257,0.015415943
ITGA4,418,0.025538731
MAPK1,679,0.036044901
B3GALT5,97,0.005585293
NOLC1,502,0.035703274
PPP1R16B,334,0.019241504
BPHL,102,0.005939761
POLR2D,406,0.029092105
FABP5,310,0.022103122
NFATC4,111,0.006753015
RNMT,262,0.017308167
USP12,403,0.026656785
GGCT,242,0.019498108
UBE2D1,326,0.020394331
ARIH1,402,0.024392581
RFC1,368,0.02569916
CR2,234,0.012988571
CCNA1,263,0.016302875
CSF2RA,118,0.005825184
IL4,176,0.010196513
FOXJ3,272,0.018326609
IMPA1,245,0.016756828
EXOSC9,474,0.032924619
HBP1,321,0.020183073
CSNK2A2,488,0.030719875
FCER1A,190,0.010956882
C18orf25,281,0.019453549
P2RX1,97,0.00489256
GIT2,330,0.021970465
BUB3,474,0.032500256
TSC22D2,289,0.019087482
IFNAR2,414,0.025042824
RRN3,341,0.021594926
CDC14B,103,0.005714095
HSF2,365,0.025041949
VAV2,367,0.020394191
TOP3A,234,0.017180797
SSRP1,501,0.035409145
EXOSC8,378,0.028939181
C6orf120,85,0.005665429
SYK,647,0.035510783
ANKRD17,464,0.029291601
SET,632,0.043180438
NUP153,585,0.039530358
ATIC,737,0.045735071
CD22,174,0.008474043
DDX39A,436,0.032820733
ALMS1,355,0.025834241
MED21,250,0.016026736
SAP18,264,0.017688987
PLAGL2,236,0.017114747
CDK7,554,0.035108527
CDKN2D,190,0.011866502
RAC2,292,0.013840557
ZNF91,182,0.010377054
TUBGCP3,288,0.022276517
COA1,202,0.014933955
ARNT,356,0.02184979
LPIN1,260,0.017505093
TBC1D31,293,0.023145373
IMPDH1,181,0.012515547
SIK3,566,0.035603599
CHMP2B,348,0.024077907
FXR1,270,0.018111367
CEP350,338,0.021393266
NUMA1,173,0.010213383
STK38,385,0.024019817
KPNB1,521,0.034077613
BTAF1,443,0.028005685
SPEN,385,0.024487942
LTN1,273,0.018165721
PFKM,263,0.016959255
SETX,230,0.014942127
PIAS3,155,0.008884489
RCN2,327,0.022903403
TRIM32,397,0.025817061
PASK,281,0.020769826
FASTKD2,269,0.018127863
RCC1,527,0.037566514
PRKCB,395,0.019867217
LBR,673,0.045051005
ESRRB,186,0.011491751
NUP155,452,0.031929137
PRPF4,314,0.020895432
EREG,116,0.008396423
PRPF40A,296,0.021731224
ANKRD40,157,0.010545683
ARHGAP4,261,0.012968506
C1orf21,327,0.02161297
PAX2,219,0.013756039
IFNGR1,286,0.016138407
TCF3,405,0.027285386
ZBTB6,303,0.019174789
U2SURP,180,0.01368972
FMR1,300,0.019232378
RCBTB2,156,0.009582441
LPXN,423,0.023018516
CAND1,752,0.047085542
PUM1,500,0.030623778
ABCB1,271,0.016562132
EXOSC2,418,0.030080053
CBX3,511,0.036469511
SCAI,149,0.009233552
IL6ST,310,0.0168186
EML3,142,0.007731569
TNFRSF25,258,0.013591305
NR1H2,261,0.013888579
RSRC2,333,0.022848637
UBE2V2,478,0.032722915
DZIP3,247,0.015432893
BRPF1,290,0.017305439
CSTF2,285,0.020814808
DUSP6,263,0.015315614
PLAU,110,0.005467779
ZNF274,192,0.011771394
RAPGEF1,531,0.030987973
RELB,261,0.012941488
AMT,116,0.00594838
SNTB2,161,0.009089169
SNRPA1,434,0.031374041
TOP2B,517,0.035003225
ZNF324,139,0.007424595
ZNF85,149,0.010814246
ZW10,320,0.024122901
BDNF,93,0.005667577
MED6,279,0.019068512
RUVBL1,322,0.023845583
CD70,225,0.013621255
TOE1,214,0.016386047
PRDM2,338,0.020414529
UPF2,462,0.029833091
DAAM1,435,0.02819294
SMS,383,0.026586026
PPP1R2,198,0.013137151
MMACHC,286,0.019468919
YME1L1,263,0.018686079
YTHDC1,250,0.016323763
HMGXB4,328,0.0273388
EFNA1,99,0.005234035
FCHSD2,363,0.021628322
CAMLG,230,0.014952102
HNRNPA2B1,627,0.04206024
CBX5,515,0.037203563
ZNF804A,182,0.011709078
NCKAP1L,309,0.016172792
LARP4,174,0.013214516
SETBP1,554,0.036270789
SAP30,245,0.019744857
PPP1CC,691,0.044853157
QKI,435,0.028627549
CUL9,141,0.006781174
RHOH,343,0.019812078
GOSR1,241,0.015765511
C2CD5,408,0.026395989
DDX10,330,0.022639884
PABPC4,371,0.02306568
SLC33A1,149,0.009022888
MRAS,186,0.010640292
IPO13,201,0.010943656
PPP1R7,214,0.013448896
PRKCZ,316,0.017020022
ARFGEF1,306,0.021323662
ADAM17,249,0.016558284
TACR2,253,0.016300365
DKK1,94,0.006112106
PHF3,557,0.034774118
USP33,277,0.018282369
MX2,129,0.006176996
NUP160,405,0.029703517
ARHGEF1,310,0.015315562
PTK2,512,0.030304714
CBL,493,0.027660091
SPRY2,295,0.017130696
ASNS,196,0.014061815
SLC25A40,246,0.017430892
PXN,260,0.013176199
CUL1,444,0.02753234
DLG3,107,0.00721247
ZNF24,151,0.01034254
ZNF292,204,0.012967169
CNOT4,254,0.016082774
COPS5,547,0.034447156
GNB2L1,251,0.014761518
MGAT3,140,0.008836579
ZBTB11,337,0.022689135
HIST1H1E,152,0.010461673
PPIG,290,0.020402213
MICU2,344,0.021499935
PPP2CA,718,0.044610112
FNBP4,353,0.022312612
UBE2H,306,0.019313473
ACTN4,375,0.021807235
PTPN22,275,0.016033043
EIF4G1,284,0.017986559
EIF1B,270,0.017102091
SUCLA2,331,0.021825014
IL12B,229,0.013766167
SF3B1,540,0.033583373
ZBED4,190,0.014788071
STAT5A,408,0.020458764
WDR82,426,0.027827416
IL2RB,344,0.015034407
ANGPT1,179,0.011546391
SNAI2,215,0.013028513
PMS1,347,0.025345061
MARCH7,487,0.030667992
LPIN2,227,0.015009563
IFNG,369,0.021027374
IRF1,385,0.019710852
HMGN3,319,0.02138517
ARPP19,189,0.01238688
MFHAS1,254,0.016557649
NCOR2,524,0.030085376
FBXO21,253,0.017514198
VPS8,262,0.017419635
PCF11,399,0.025744876
SMARCA5,515,0.033868013
STK17A,353,0.021442369
PDCD10,376,0.025403703
ZNF124,178,0.013540917
ALOX5,395,0.023389291
ANGPT2,138,0.009103289
TCF7,210,0.012052879
BICD2,245,0.017169448
MTF1,187,0.011355784
MCL1,336,0.019702165
CTBP2,329,0.020236155
ZNF195,276,0.019484139
VEGFC,396,0.023322766
KAT2A,331,0.021001223
XPC,239,0.013105148
CHERP,174,0.011907626
NDRG1,255,0.015043227
ID3,224,0.012366233
RPLP0,263,0.017022889
U2AF2,216,0.013820066
USP24,183,0.012468042
DDX3Y,108,0.007034327
BRAF,401,0.025445366
KPNA4,351,0.022718915
PES1,202,0.013419502
TEK,307,0.018381117
FMNL1,280,0.015534302
ZFYVE16,165,0.010061278
CUL3,508,0.031551408
ROCK2,333,0.022233317
SMC5,213,0.015723047
DCAF7,229,0.017006867
JAK2,404,0.018920974
NLRP1,325,0.017926056
KCNA4,108,0.006659228
RAP1B,486,0.029393467
EIF4H,349,0.022817314
COX5B,137,0.008328014
AHCTF1,258,0.018608659
PFAS,289,0.022883543
PARP2,336,0.025460846
GUCY1A3,86,0.004694597
SEPT2,152,0.009988064
YWHAQ,423,0.029353986
ADNP2,324,0.023685902
LIMS1,219,0.012746743
ZNF273,230,0.016336914
ADAR,503,0.031147562
TRIM13,263,0.017579084
E2F2,389,0.027241889
TIAM1,485,0.031470389
ABCE1,428,0.02953114
SMAD2,489,0.029331651
NBR1,154,0.009282404
PCYT1A,188,0.012765316
PNPLA6,140,0.006243682
EIF2AK2,287,0.01914799
VDR,243,0.013729133
KRT12,75,0.004957557
KPNA1,346,0.022775376
IRF8,411,0.020936543
SHANK2,206,0.013550792
CDC27,474,0.032459332
SHMT2,237,0.019557751
ARAF,342,0.018448239
STAT2,282,0.015601865
FBXL4,248,0.015753767
TAF6L,73,0.004767587
NKTR,345,0.021543654
ZNF143,354,0.022220719
NAT6,51,0.002343838
HIST1H2BD,114,0.007449345
UBTF,285,0.018713579
DOCK1,94,0.004936051
SLC23A2,137,0.0084447
AKIRIN2,242,0.014986145
NFIB,536,0.035066063
USP8,313,0.019217141
IFNA4,127,0.005557504
SUMO4,175,0.012088464
BTN2A1,145,0.009244772
HOXD3,60,0.003232433
CDC42EP3,228,0.014497197
MTF2,463,0.03188563
SUMO3,177,0.011984373
CD55,332,0.019114169
ZBTB7A,119,0.006619701
HBEGF,143,0.007545505
TERT,200,0.01460231
SPON1,57,0.002731697
PTPN1,329,0.018076068
CHMP1A,181,0.009918577
SECISBP2L,336,0.020636777
SNW1,528,0.034199565
HUS1,220,0.015286498
TXN,399,0.02634747
PSMB2,233,0.017352292
CDK19,417,0.027928044
BCAS2,282,0.018718183
SLC31A1,207,0.014162204
SMARCB1,304,0.020736731
PSMD14,429,0.028162533
RANBP1,322,0.027101542
IL10RA,317,0.014701754
WDR43,204,0.015511706
TTBK2,219,0.01546743
PLCH1,175,0.010826993
BLNK,373,0.01830889
NLE1,185,0.013485828
RBM6,269,0.015809013
GTF2H3,377,0.024586636
RALGAPA1,316,0.020153449
ANP32E,408,0.031596017
FAM175B,223,0.014365045
ZNF117,188,0.012406879
P2RY10,158,0.008444894
MYBL1,188,0.012895965
IGFBP5,179,0.011117537
AZI1,142,0.009527547
AKAP11,405,0.025930989
PPP1R8,459,0.031719557
SPIB,237,0.012626342
SLC25A36,323,0.022058215
SMAD5,211,0.013557104
GATA2,122,0.007548218
JAK3,404,0.023633476
INPPL1,222,0.011979846
NREP,344,0.024497148
STARD7,338,0.022953331
KEL,138,0.007989987
COPS8,447,0.030164745
HK2,167,0.011216798
PANK3,259,0.01746505
UFL1,322,0.020604338
ULK2,183,0.012533574
MPV17,278,0.017555177
AIMP2,380,0.025629485
ACBD3,215,0.014130593
ITK,266,0.012659786
NAIP,107,0.005598309
PCMTD2,201,0.012832561
SRSF11,505,0.031651867
HNRNPD,634,0.041018372
TCP1,278,0.020098901
ANKRD26,252,0.017137776
GSS,243,0.01624825
EDN2,271,0.016774201
OPTN,163,0.008941136
BDKRB2,53,0.002556033
TRMU,79,0.004304238
UTRN,140,0.008234419
DCTN6,415,0.025727923
ENC1,251,0.016556152
LMO4,324,0.020659415
RAB11FIP2,420,0.025745623
SACM1L,373,0.024144039
SEC62,303,0.020076524
DNM2,193,0.010338205
CHD2,300,0.019327794
STAG1,525,0.032993993
MAST1,176,0.011733475
GRIN1,92,0.005302938
ATP2B1,401,0.025032244
NUP62,367,0.027216654
GRAP,142,0.006359908
CCR3,210,0.012786641
ITGB3,250,0.015041264
SART3,293,0.020656867
PLCB1,495,0.031302549
TONSL,126,0.007636476
AP4M1,136,0.009057372
GCM1,96,0.005102049
ARID3A,102,0.005263604
RXRB,201,0.009925374
ARHGDIB,360,0.018189124
XRCC1,304,0.020450459
KRR1,204,0.014476596
SNRNP200,345,0.023369663
MAPK7,472,0.02804589
ENO1,296,0.019892683
NME4,141,0.010154685
HCFC1,289,0.022098943
LYL1,203,0.010781292
RIF1,257,0.020191445
MAP2K4,535,0.032722531
TAB2,330,0.019538642
MAP2K3,340,0.020014356
TIPARP,324,0.020356911
HDAC4,236,0.015125103
DDX21,442,0.028598162
FCER1G,266,0.01376553
MAP3K1,413,0.023640653
IL2RA,275,0.016743291
CBR4,222,0.014754006
CTCF,618,0.041476636
VEGFB,132,0.006951685
ARHGAP25,240,0.012527014
PSMA4,404,0.028422809
DKC1,481,0.032648281
SWAP70,211,0.013031886
POLG2,285,0.018907531
DR1,408,0.028207906
RNF2,322,0.020833408
IPO5,439,0.031028347
PPP4R1,183,0.013085332
AFF1,535,0.035182372
REST,250,0.016589788
IRF3,377,0.019551327
ZC3HAV1,282,0.018123449
ACOT7,144,0.01144972
SH2B1,172,0.008847598
CPSF6,425,0.031168514
RAB22A,132,0.008249547
CEBPG,328,0.02171327
KDM4B,135,0.008104547
NSL1,230,0.016703463
TBC1D5,401,0.02618375
MAX,309,0.019054249
SLC20A1,453,0.030979818
CCND2,329,0.019257302
COL18A1,270,0.018132615
SPAG1,128,0.00887281
LMNB2,383,0.029565446
RNF126,136,0.00904751
TTI1,418,0.028373656
U2AF1,344,0.023638371
GTF3A,187,0.013245289
ZNF268,148,0.008494919
ANGEL1,61,0.0035018
TTF2,444,0.032018721
MIF,182,0.013520937
PPP4C,372,0.023671898
MFNG,161,0.009603915
SGTA,202,0.012278471
CCL4,134,0.006990155
ZFR,301,0.020023248
SREBF1,148,0.008785933
PRPS2,336,0.025964275
HN1L,215,0.017126625
SP2,196,0.012447007
PPM1G,487,0.03318935
GCFC2,318,0.023064228
IL15,356,0.021375675
CYP19A1,490,0.030776197
ATAD2B,239,0.016887064
PCDH17,311,0.019826246
RHOA,395,0.022317362
BCL10,245,0.012995821
PRKCA,454,0.025921831
HSPA8,298,0.019646029
FGF13,156,0.009919279
TRIB2,395,0.02509536
ADSL,532,0.035627739
POU2F2,211,0.011492204
ST6GAL1,180,0.011331225
MYH9,364,0.020570599
PTPN4,299,0.018569311
HIST1H2AI,97,0.007536004
REPS1,286,0.01778561
RP2,204,0.013112575
SLC1A5,179,0.012390318
ZYX,172,0.008807143
SNRPF,436,0.030161243
PAX5,241,0.013468095
TAF1,247,0.015326146
KLHL20,144,0.009355255
GTF2B,384,0.023033921
CCT8,277,0.020215567
RPL11,329,0.019209489
CLTCL1,173,0.009740327
DDHD2,209,0.01289327
PIAS2,324,0.020844516
YWHAZ,401,0.025473261
YY1,330,0.022156977
PCK1,299,0.019001529
HSPH1,386,0.025607834
RXRG,228,0.013363444
TCF12,415,0.02696429
ZNF345,258,0.015658851
PRKD2,241,0.013342914
DDX42,256,0.016720636
CFHR4,67,0.003421552
GRM3,123,0.007477577
KLK3,163,0.008650906
RNF44,237,0.014264737
GTF2F2,437,0.029941653
EFNB2,236,0.014162994
CSNK1G2,438,0.027566098
FAM179B,304,0.019049754
RIPK2,310,0.018780206
FARS2,366,0.026130849
MFAP1,270,0.019235179
CCR6,239,0.013268823
SCCPDH,158,0.010733263
PRKAR1A,384,0.025247937
ALG13,231,0.015567035
ICAM5,135,0.007173165
MPHOSPH8,212,0.012564863
HDAC5,287,0.018372637
CD1D,189,0.010511661
GZMB,131,0.006917197
PACSIN2,219,0.013526816
ZNF200,295,0.020199367
AARS,206,0.013249607
FAM65B,397,0.022782347
ARSB,231,0.01513146
NEK7,517,0.034631042
EFNB1,147,0.008310873
GHR,315,0.018391023
NSMAF,325,0.022174994
ETV5,271,0.018159423
PIK3CB,428,0.024148961
NQO1,93,0.005650094
ISG20L2,153,0.010192471
MTRF1L,91,0.005917218
EZR,257,0.016688587
PALB2,279,0.019745188
APPL1,219,0.01408702
E4F1,151,0.007959017
ADIPOR1,168,0.010266645
STRADB,376,0.025093467
SIRT1,374,0.023497001
PRKAG2,204,0.012487871
LATS2,205,0.013976073
CAB39,285,0.01796895
PERP,181,0.011719047
SESN1,206,0.011652746
ATG4D,87,0.004064136
IFT57,144,0.009592137
MST4,309,0.022769608
RNF34,189,0.012947386
ANAPC7,125,0.009170924
MRPL39,150,0.010896067
SESN3,273,0.018556886
ZMAT3,257,0.016703015
SHISA5,117,0.005925701
CTDSP1,159,0.007830708
GLTSCR2,158,0.009696586
BRD7,221,0.016392285
MLST8,213,0.011920923
REXO2,140,0.00858338
RRM2B,279,0.018531409
RNF144B,195,0.01259373
DEDD2,157,0.008271307
MARK4,199,0.012789676
RFWD2,240,0.016378698
UIMC1,408,0.025455653
KBTBD7,193,0.012336869
EME1,207,0.015515941
TNFRSF10A,191,0.010709895
FAM175A,76,0.005935731
CCNK,202,0.013818279
PREX1,251,0.014782108
SIN3A,277,0.016388313
RGCC,171,0.010811367
C12orf5,201,0.012564948
PTPMT1,64,0.003810909
FAF1,306,0.020535152
PYCARD,169,0.008449321
PI4KA,279,0.016290405
MLF1IP,626,0.042684303
NCOR1,387,0.023755039
NCAPG2,432,0.03247215
FANCD2,369,0.026278173
SRA1,50,0.002881426
PTBP2,545,0.034305073
RACGAP1,586,0.043608552
BAG4,185,0.012098491
BRCC3,150,0.011027933
PIP4K2C,121,0.006130086
ZHX1,179,0.011449105
NUSAP1,467,0.031580642
STRADA,366,0.023519668
CENPW,248,0.021997613
TSPAN14,201,0.011625842
PIK3AP1,238,0.015330123
ZWILCH,381,0.03009775
CCAR2,161,0.011545768
TAOK1,341,0.02392563
KLHL24,211,0.012290588
JMY,173,0.011188851
ZNF367,316,0.0261713
TTC33,190,0.0121851
DCLRE1C,240,0.015334258
TIPIN,303,0.023672821
COL4A3BP,155,0.010215357
DAPP1,209,0.010373444
IP6K2,214,0.014129536
FAM126B,202,0.013200588
ZNF654,212,0.013255433
POLR3K,341,0.023395864
BUD13,522,0.035414452
ANKRD13C,121,0.007351805
THRAP3,392,0.026224573
YEATS4,383,0.027663783
ZRANB1,200,0.012252178
CKAP2,435,0.032205488
ZCCHC6,403,0.024138799
GMNN,391,0.031001587
HERC1,398,0.02542489
PHF19,154,0.01272793
MIS18A,492,0.034170939
GPBP1L1,185,0.012192382
LRIF1,294,0.018399807
HERC5,129,0.007765705
CEP41,131,0.00949677
BORA,313,0.023833078
UBR7,344,0.026469188
NUP85,375,0.027596204
ZBTB44,189,0.012612506
DROSHA,373,0.025047476
TBC1D15,217,0.014736582
CLEC2D,374,0.021702871
PROSER1,181,0.014798953
PAG1,314,0.020261687
SLAMF6,171,0.009198611
MAVS,116,0.006119899
VAV3,190,0.011126377
MIER3,170,0.011867776
RICTOR,240,0.015046082
DPP8,234,0.014952646
UBA52,157,0.009554945
PLEKHF2,317,0.020477964
DDX58,201,0.012365377
ZCCHC8,454,0.029698393
BANK1,304,0.016517431
RHNO1,202,0.016181904
FAM214A,231,0.014157458
RNF219,157,0.012186377
SPON2,81,0.003750099
LEMD3,543,0.032688117
SP140L,101,0.005598881
MYBBP1A,187,0.011944277
EPG5,117,0.007599719
DNAJB14,265,0.01697735
NDC1,330,0.026923287
CLK4,307,0.020193524
XRN1,308,0.020543753
TINF2,184,0.010675112
PAXBP1,287,0.020686187
PSRC1,184,0.01569807
MED4,254,0.016460435
RNF125,150,0.008786478
C7orf60,104,0.007108254
DGCR8,184,0.012066112
MBTD1,307,0.020367889
RC3H2,143,0.010081126
PRR11,342,0.025506271
CTDSPL2,171,0.01311321
MED16,133,0.007532028
PDGFC,359,0.023205678
INTS8,312,0.0223413
ARHGAP27,106,0.006461536
NUP107,557,0.037071159
DCTN4,171,0.010876263
NUDCD1,223,0.016551986
GMCL1,190,0.013705243
C12orf44,204,0.013366381
DYNC1LI1,296,0.01830227
ANKRD44,210,0.01279183
ARL6IP6,391,0.027829945
MED17,368,0.02344982
MYNN,137,0.009574193
PIK3R5,221,0.011362924
FAM91A1,213,0.015128548
PPTC7,262,0.016363156
OXR1,254,0.015544
ASH1L,436,0.026639333
CCDC109B,305,0.020232669
LINS,91,0.00623406
ZNF720,56,0.003499761
C3orf58,166,0.011477691
FAM111A,258,0.019441346
GNB4,228,0.014192261
KIAA1551,316,0.018631245
BTBD1,440,0.027823995
PHF13,196,0.012761845
STK11IP,38,0.00173306
IKZF3,311,0.018019841
USP39,285,0.021837639
UTP23,91,0.008199283
THUMPD2,299,0.022423734
CUTC,268,0.018745214
BIRC6,336,0.021951374
MIS18BP1,517,0.03507728
TMEM209,137,0.011054528
APPL2,246,0.015078573
WDR48,380,0.023844487
TP53INP1,118,0.00802932
BRMS1L,227,0.014627462
PHC3,104,0.006321398
C7orf49,130,0.009553063
DET1,190,0.012471668
TBK1,466,0.030325179
REV1,428,0.028401977
SAP130,389,0.02583794
RNF145,141,0.009246401
KIAA1429,259,0.017863607
CCNDBP1,224,0.014585507
PELI1,442,0.027397675
PDP1,158,0.009748665
C10orf118,197,0.011791172
DONSON,372,0.031062731
GIMAP2,246,0.014721763
RIPK3,298,0.019490534
MED28,352,0.023714664
POLR3E,260,0.017514849
ADAT1,168,0.01048758
TNKS2,303,0.019381281
HDGFRP2,70,0.003880737
PRMT5,283,0.019826965
PNPLA8,101,0.006227698
AAED1,91,0.00546541
NIN,285,0.018044705
MBNL3,134,0.009226233
RUNDC1,98,0.006165806
GMEB1,285,0.020233613
DCAF10,150,0.009270217
WDR81,95,0.005383362
SPOPL,123,0.00777895
RBM26,352,0.022724881
ZBTB41,153,0.009859503
ABHD13,90,0.00595881
ABCA7,100,0.004752308
CARHSP1,206,0.015873341
CNOT6,369,0.025063553
KANSL1,251,0.016907079
C9orf41,100,0.007274838
TAPT1,86,0.005306097
CRNKL1,315,0.019831587
WDYHV1,196,0.016627883
INO80D,316,0.020832834
TNIP2,269,0.015915451
ZCCHC7,374,0.026372484
DOK3,87,0.004219671
CHFR,216,0.014299616
CCDC41,171,0.012100698
EOMES,128,0.006802869
GAB3,163,0.008983168
FBXO38,147,0.009683606
SUPT16H,547,0.036935957
SLMAP,162,0.010746106
EGLN1,240,0.014583246
RAB18,290,0.019427877
FAM60A,360,0.025832056
DENND2D,259,0.014620902
ELOF1,71,0.003760651
NUP37,543,0.035347991
CREBRF,107,0.006613869
AMMECR1L,284,0.018070882
ASAP1,246,0.015299062
ZBTB10,405,0.025211137
SOAT1,214,0.013260543
SLC4A1AP,158,0.010504114
REC8,112,0.006513494
MND1,213,0.018822475
BRIP1,469,0.031204536
ATAD2,393,0.032807246
POLQ,442,0.033618278
FANCE,231,0.017431965
CMTM2,24,0.001188731
ATRIP,153,0.010765001
HHAT,211,0.013898333
SESN2,146,0.010139836
FBXO31,140,0.008544196
MCM10,420,0.032440865
KIF15,465,0.033205062
RPRM,426,0.023390275
MAGI3,161,0.010647914
TP73,268,0.017452168
TNFAIP8L2,171,0.009074036
TTC5,111,0.007419097
CAB39L,131,0.008144516
MYOCD,90,0.005495251
SNRPN,83,0.005044524
PRKAG3,76,0.004004905
DTL,421,0.03100373
ASF1B,357,0.027217646
BCL2L14,126,0.007954546
EVA1C,233,0.015806277
FRS2,96,0.00562771
MCM8,377,0.026447918
HJURP,354,0.026576197
CENPH,397,0.027540827
CEP55,319,0.027424736
SETD8,182,0.013069698
HDAC7,211,0.011831657
NOD1,180,0.009838046
NCAPG,491,0.035143734
RMI2,295,0.024742529
SCN3B,100,0.006286097
PRC1,396,0.029888259
CENPK,338,0.025492266
CDCA8,475,0.033400483
HIST3H3,161,0.010822562
CARD11,290,0.017428633
DSN1,304,0.021829271
ATAD5,458,0.030554841
HIST1H4A,165,0.012027644
KIF18B,274,0.02354233
RFWD3,212,0.018568822
CDCA5,297,0.025700878
PPP1R13L,107,0.005317593
C11orf82,197,0.015721825
FBXO5,475,0.032598781
CABLES1,100,0.006893527
CDCA3,336,0.026951953
NUF2,586,0.039979326
C1orf112,262,0.021120427
AIFM2,61,0.003731963
TPTE,152,0.007397449
TACC3,484,0.035076221
KIF20A,287,0.023287722
RPTOR,212,0.01357949
KIF4A,322,0.025006947
GIT1,181,0.010261595
AUNIP,273,0.020656624
E2F8,479,0.035604536
UBE2T,469,0.032746552
POC1A,218,0.01780673
CENPM,392,0.028836241
CKAP2L,242,0.020802195
SGOL1,197,0.015357804
RCCD1,51,0.00361654
ORC6,329,0.024956363
ANLN,355,0.025353463
ASPM,269,0.023485845
SKA3,297,0.024862177
GINS3,194,0.017416165
FANCF,307,0.02047411
KIF18A,369,0.026732886
RAD18,316,0.023760508
SYCE2,46,0.003219399
SPC24,230,0.017701812
MAGOHB,168,0.013819561
PLCD3,55,0.002943828
GINS4,206,0.015710435
PBK,623,0.042787559
RMI1,457,0.034968587
TRPV1,77,0.004001913
PLCD4,114,0.006557756
FCRL1,170,0.008858987
PLCZ1,194,0.012636139
ECT2,376,0.029710028
ECSCR,33,0.001690999
WDR76,413,0.0284888
GINS2,352,0.028090479
PIDD,163,0.009558072
SPO11,67,0.004340211
SPDL1,417,0.030437605
SHCBP1,341,0.025352959
DCLRE1B,173,0.015025405
HELLS,395,0.031365152
DSCC1,214,0.017890492
ANTXR1,265,0.017744398
TRMT2B,110,0.006364712
SLC22A16,94,0.007340684
MED18,186,0.011277433
IL23R,70,0.004410517
PKIB,154,0.010622265
SLITRK1,202,0.013545113
BRSK1,177,0.012837871
AAAS,216,0.013995906
TP53AIP1,57,0.00359056
GPR132,60,0.002836811
OLAH,68,0.004170172
MCPH1,488,0.03181334
USP44,217,0.014715082
USP53,144,0.008058456
GPRASP2,66,0.003776916
C18orf56,76,0.006888891
NSD1,325,0.021713475
C7orf43,158,0.009947446
DEPDC1,384,0.029156103
MAPK3,424,0.022902917
MNS1,134,0.010820803
CHD7,337,0.02211845
ING5,97,0.007055344
FAM64A,183,0.01547459
DAB1,469,0.029220237
OSBPL6,124,0.008384094
CENPQ,220,0.018150786
CHTF18,182,0.014878689
TNS1,195,0.012569725
ING4,158,0.009588252
CENPL,245,0.019762895
INSRR,137,0.009304627
INCENP,454,0.03220392
CD82,135,0.00679885
SHROOM3,269,0.01735727
BCAS4,326,0.021689593
POLL,208,0.013269508
KIAA1377,40,0.002489548
NARFL,108,0.005081494
TSSK1B,335,0.02407385
ZFPM2,232,0.0147298
USF1,143,0.008738398
TDP1,406,0.030135179
FAM221A,100,0.007918883
MAK,261,0.018808557
STEAP3,178,0.011993796
PPM1J,32,0.001701971
NLRC4,81,0.003837043
RAD54B,246,0.018726547
BRWD3,113,0.00790463
MASTL,304,0.024695042
FBXW8,184,0.011859138
SPCS2,296,0.018375582
SMPX,152,0.007950778
CASP14,65,0.003707706
ZNF785,99,0.005585332
EPT1,36,0.002792511
SNIP1,255,0.016066429
C2orf43,136,0.010070333
ESCO2,142,0.013448097
HSH2D,137,0.006209795
NEIL3,391,0.028484101
NUDT6,44,0.002649699
FANCM,114,0.00817093
MTA2,206,0.014574671
TIAM2,142,0.009031684
ERMAP,27,0.00148327
HIST1H3B,111,0.008771577
CLSPN,167,0.013151464
DEPDC1B,300,0.023207868
C19orf40,60,0.003116745
CCDC37,83,0.005761653
TMA16,419,0.029558054
E2F7,388,0.027447574
SUV39H2,354,0.024828364
REEP4,107,0.006376181
TTPAL,77,0.005152659
ZNF221,32,0.00127022
ADAT2,81,0.005742098
PMS2,186,0.013631113
CLK1,242,0.017135719
MTBP,121,0.008487799
TEX15,67,0.004471686
BHLHE41,73,0.003694499
TSPY1,16,7.64E-04
DEFA1,5,4.21E-04
POU5F1,68,0.004008511
SMC1B,39,0.002177092
SNX25,281,0.01878947
SMPD4,131,0.010139071
SLC45A3,67,0.003435673
UBD,252,0.015944226
SNURF,6,3.74E-04
SLC2A14,38,0.002305272
MSH5,62,0.004534969
RAD51AP2,1,8.82E-05
