gene name,Betweenness unDir,Bridging unDir,Centroid unDir,Closeness unDir,Degree unDir,Eccentricity unDir,EigenVector unDir,Radiality unDir,Stress unDir
ZNF131,639.8415021,4.808267602,-525,2.61E-04,205,0.333333333,0.015016391,3.09632572,29686
BLCAP,1626.9383,6.864974541,-482,2.64E-04,246,0.333333333,0.014757064,3.117676266,51372
CLCA1,174.3689337,6.968671584,-653,2.52E-04,79,0.333333333,0.00492451,3.031777557,5504
OSER1,842.6650291,5.448969649,-515,2.62E-04,213,0.333333333,0.013938108,3.101290963,35572
NPTN,1448.049377,5.415827974,-461,2.65E-04,275,0.333333333,0.016816771,3.128103277,55790
NME1,2251.389908,4.005645166,-380,2.71E-04,409,0.333333333,0.025321102,3.168321748,94576
MIOS,547.0813006,4.935074227,-538,2.60E-04,193,0.333333333,0.014449668,3.089870904,25978
MAP4K5,1789.54313,4.724442905,-393,2.70E-04,352,0.333333333,0.023620815,3.161866931,83588
TGFBRAP1,663.6858353,5.704948883,-539,2.60E-04,191,0.333333333,0.01311487,3.089374379,28408
RAN,2356.67231,4.350383806,-340,2.74E-04,425,0.333333333,0.029731734,3.188182721,112842
DHX9,2802.254468,3.369429057,-276,2.79E-04,542,0.333333333,0.035457615,3.219960278,147346
FER,3434.512152,5.240800014,-300,2.77E-04,451,0.333333333,0.029571511,3.208043694,142980
LYST,1745.896509,6.455574734,-475,2.64E-04,263,0.333333333,0.015530609,3.121151936,63462
DUSP1,1431.92265,6.36443092,-496,2.63E-04,242,0.333333333,0.013830162,3.110724926,47314
PPARG,2223.673,4.984111172,-411,2.69E-04,351,0.333333333,0.01994339,3.152929494,81056
ETS1,1200.468549,4.43885551,-490,2.63E-04,276,0.333333333,0.01379716,3.113704071,43498
DAPK3,466.9655143,4.728516758,-564,2.58E-04,170,0.333333333,0.010897225,3.076961271,17632
CCDC130,1338.811418,6.778081229,-500,2.63E-04,227,0.333333333,0.013208944,3.108738828,44486
ADIPOQ,1483.63383,7.792799528,-531,2.60E-04,201,0.333333333,0.011089811,3.093346574,47124
CSNK2A1,7437.732567,3.799895528,-86,2.95E-04,818,0.333333333,0.04832867,3.314299901,368516
WDR62,831.8166318,6.692467975,-553,2.59E-04,178,0.333333333,0.011030255,3.082423039,27458
THPO,269.0407793,7.015651157,-640,2.53E-04,91,0.333333333,0.004635698,3.038232373,7020
ILF2,4630.366771,4.107095046,-184,2.86E-04,613,0.333333333,0.041742081,3.265640516,224132
PLCB4,3400.181318,5.77626975,-340,2.74E-04,403,0.333333333,0.024868837,3.188182721,126356
RPL39L,803.0458327,5.472286114,-506,2.62E-04,218,0.5,0.018115026,3.105759682,41006
CTNND1,1063.653452,5.424127052,-499,2.63E-04,241,0.333333333,0.015152771,3.109235353,42596
TXNRD1,1112.152239,4.901764638,-466,2.65E-04,272,0.333333333,0.019988834,3.125620655,51312
BTRC,1856.982663,5.059931701,-417,2.68E-04,336,0.333333333,0.021305748,3.149950348,77432
MAPK8,2200.401723,4.30726356,-398,2.70E-04,396,0.333333333,0.021283835,3.15938431,87160
TANK,2175.042816,4.899511483,-388,2.70E-04,367,0.333333333,0.021819832,3.164349553,90300
PTBP1,2177.100667,4.034334547,-354,2.73E-04,425,0.333333333,0.028229601,3.18123138,101702
IL23A,269.0902164,5.777712704,-629,2.54E-04,107,0.333333333,0.006017728,3.043694141,8136
NFYC,1049.693336,5.517244692,-494,2.63E-04,243,0.333333333,0.016032803,3.111717974,43652
ARHGAP5,576.7713063,5.239039539,-554,2.59E-04,177,0.333333333,0.010668092,3.081926514,23550
YTHDC2,1782.597736,4.42994837,-388,2.70E-04,364,0.333333333,0.024072004,3.164349553,87468
TBX2,167.2729418,5.783528135,-633,2.54E-04,92,0.333333333,0.005997247,3.042701092,6360
ZNF652,1352.13894,5.798388171,-481,2.64E-04,257,0.333333333,0.015415943,3.11817279,49280
ITGA4,2997.298946,5.254970276,-354,2.73E-04,418,0.333333333,0.025538731,3.18123138,112836
MAPK1,5010.17774,3.567413938,-199,2.85E-04,679,0.333333333,0.036044901,3.258192651,216908
B3GALT5,330.3736247,7.868819326,-631,2.54E-04,97,0.333333333,0.005585293,3.043197617,9216
NOLC1,3336.368209,4.498510708,-264,2.80E-04,502,0.333333333,0.035703274,3.22591857,162610
PPP1R16B,2647.462304,6.425305701,-399,2.70E-04,334,0.333333333,0.019241504,3.158887786,90300
BPHL,345.100485,7.867337424,-625,2.54E-04,102,0.333333333,0.005939761,3.046176763,9836
POLR2D,1896.178116,4.023585305,-364,2.72E-04,406,0.333333333,0.029092105,3.176266137,93482
FABP5,1754.25187,5.566283117,-435,2.67E-04,310,0.333333333,0.022103122,3.14101291,74648
NFATC4,306.1663066,6.3481829,-618,2.55E-04,111,0.333333333,0.006753015,3.050148957,10024
RNMT,967.6963916,4.440361356,-479,2.64E-04,262,0.333333333,0.017308167,3.119165839,45150
USP12,2773.416486,5.245371558,-343,2.74E-04,403,0.333333333,0.026656785,3.186693148,117496
GGCT,931.9956833,4.986888631,-486,2.64E-04,242,0.333333333,0.019498108,3.115690169,42446
UBE2D1,1791.387127,5.082758178,-431,2.67E-04,326,0.333333333,0.020394331,3.142999007,70322
ARIH1,2710.273975,4.950775099,-348,2.73E-04,402,0.333333333,0.024392581,3.184210526,113242
RFC1,1505.019891,4.023066062,-407,2.69E-04,368,0.333333333,0.02569916,3.154915591,75314
CR2,851.0460566,4.579148915,-514,2.62E-04,234,0.333333333,0.012988571,3.101787488,33986
CCNA1,1482.444823,5.94238383,-491,2.63E-04,263,0.5,0.016302875,3.113207547,56540
CSF2RA,234.0078522,4.518141174,-632,2.53E-04,118,0.333333333,0.005825184,3.041211519,8022
IL4,612.0337872,5.394706062,-561,2.58E-04,176,0.333333333,0.010196513,3.078450844,21664
FOXJ3,959.6271047,4.214783048,-464,2.65E-04,272,0.333333333,0.018326609,3.126613704,50202
IMPA1,1005.421286,5.083173697,-491,2.63E-04,245,0.333333333,0.016756828,3.113207547,43706
EXOSC9,2098.259874,3.350028881,-324,2.75E-04,474,0.5,0.032924619,3.19612711,114404
HBP1,1705.356373,5.004732849,-420,2.68E-04,321,0.333333333,0.020183073,3.148460775,73498
CSNK2A2,3581.5117,4.825107622,-297,2.77E-04,488,0.333333333,0.030719875,3.209533267,149650
FCER1A,841.7088582,6.00779215,-546,2.59E-04,190,0.333333333,0.010956882,3.085898709,32276
C18orf25,1372.230151,5.419322665,-448,2.66E-04,281,0.333333333,0.019453549,3.134558093,61548
P2RX1,286.7464108,7.27619492,-635,2.53E-04,97,0.333333333,0.00489256,3.040714995,8422
GIT2,1744.389715,5.121731668,-410,2.69E-04,330,0.333333333,0.021970465,3.153426018,78108
BUB3,2026.681119,3.325291874,-336,2.74E-04,474,0.333333333,0.032500256,3.190168818,105926
TSC22D2,1376.437386,5.068868865,-448,2.66E-04,289,0.333333333,0.019087482,3.134558093,61252
IFNAR2,3017.578323,5.274537567,-352,2.73E-04,414,0.333333333,0.025042824,3.182224429,115490
RRN3,1818.128693,4.758553507,-400,2.70E-04,341,0.333333333,0.021594926,3.158391261,81112
CDC14B,285.7971909,6.807390172,-627,2.54E-04,103,0.333333333,0.005714095,3.043694141,8956
HSF2,1771.748933,4.395913887,-386,2.71E-04,365,0.333333333,0.025041949,3.165342602,87636
VAV2,2377.09886,5.111437884,-400,2.70E-04,367,0.333333333,0.020394191,3.158391261,87814
TOP3A,1024.324996,5.740610728,-505,2.62E-04,234,0.333333333,0.017180797,3.106256207,36940
SSRP1,2914.369423,3.993091366,-280,2.79E-04,501,0.333333333,0.035409145,3.217974181,143702
EXOSC8,1999.479425,4.556936572,-360,2.73E-04,378,0.333333333,0.028939181,3.178252234,97494
C6orf120,111.1003695,4.687584537,-662,2.52E-04,85,0.333333333,0.005665429,3.027308838,5300
SYK,5426.645939,4.069940821,-201,2.85E-04,647,0.333333333,0.035510783,3.257199603,222346
ANKRD17,3284.028694,4.771583411,-299,2.77E-04,464,0.333333333,0.029291601,3.208540218,145532
SET,5633.767116,4.774154786,-164,2.88E-04,632,0.333333333,0.043180438,3.275571003,288592
NUP153,3909.793556,3.968314422,-214,2.84E-04,585,0.333333333,0.039530358,3.250744786,196564
ATIC,6709.562905,3.949547944,-116,2.92E-04,737,0.333333333,0.045735071,3.299404171,293634
CD22,564.5164132,4.984291204,-578,2.57E-04,174,0.333333333,0.008474043,3.07000993,17912
DDX39A,2943.117437,4.991733291,-316,2.76E-04,436,0.333333333,0.032820733,3.200099305,136994
ALMS1,1910.54752,5.019298869,-383,2.71E-04,355,0.333333333,0.025834241,3.166832175,90548
MED21,1000.044568,4.847029202,-494,2.63E-04,250,0.333333333,0.016026736,3.111717974,41578
SAP18,1100.430511,4.955387477,-474,2.64E-04,264,0.333333333,0.017688987,3.121648461,49664
PLAGL2,812.217932,4.772853036,-507,2.62E-04,236,0.333333333,0.017114747,3.105263158,35840
CDK7,4243.077695,4.556202475,-240,2.82E-04,554,0.333333333,0.035108527,3.237835154,184682
CDKN2D,869.3153228,6.539557423,-541,2.60E-04,190,0.333333333,0.011866502,3.088381331,29782
RAC2,1513.236194,4.741523735,-476,2.64E-04,292,0.333333333,0.013840557,3.120655412,50962
ZNF91,708.8387498,5.387373528,-557,2.59E-04,182,0.333333333,0.010377054,3.080436941,27050
TUBGCP3,1004.201089,4.378867859,-454,2.66E-04,288,0.333333333,0.022276517,3.131578947,53890
COA1,738.0994494,5.907338469,-532,2.60E-04,202,0.333333333,0.014933955,3.09285005,29414
ARNT,2241.385246,5.241248698,-404,2.69E-04,356,0.333333333,0.02184979,3.156405164,86002
LPIN1,1172.342357,5.437709634,-471,2.65E-04,260,0.333333333,0.017505093,3.123138034,51672
TBC1D31,1226.057175,4.936051583,-442,2.67E-04,293,0.333333333,0.023145373,3.137537239,58650
IMPDH1,863.6313738,7.18600829,-549,2.59E-04,181,0.333333333,0.012515547,3.084409136,33178
SIK3,5500.711065,5.186652776,-207,2.84E-04,566,0.333333333,0.035603599,3.254220457,227272
CHMP2B,1989.619007,5.138887588,-388,2.70E-04,348,0.333333333,0.024077907,3.164349553,90800
FXR1,1216.83353,5.074897034,-475,2.64E-04,270,0.333333333,0.018111367,3.121151936,50654
CEP350,2007.567427,5.225465861,-400,2.70E-04,338,0.333333333,0.021393266,3.158391261,84228
NUMA1,753.6683558,6.489956482,-554,2.59E-04,173,0.333333333,0.010213383,3.081926514,24630
STK38,2362.046531,4.98517057,-374,2.72E-04,385,0.333333333,0.024019817,3.171300894,96278
KPNB1,3141.099488,3.930605371,-287,2.78E-04,521,0.5,0.034077613,3.21449851,148882
BTAF1,3600.762734,5.237541735,-305,2.77E-04,443,0.333333333,0.028005685,3.205561072,148488
SPEN,2223.17,4.762923133,-373,2.72E-04,385,0.333333333,0.024487942,3.171797418,100034
LTN1,1143.234028,4.752813782,-461,2.65E-04,273,0.333333333,0.018165721,3.128103277,53098
PFKM,1451.242248,5.954715876,-478,2.64E-04,263,0.333333333,0.016959255,3.119662363,53260
SETX,1037.567848,5.751997679,-498,2.63E-04,230,0.333333333,0.014942127,3.109731877,41522
PIAS3,521.4783135,5.969682843,-579,2.57E-04,155,0.333333333,0.008884489,3.069513406,17562
RCN2,1870.665089,5.412573166,-408,2.69E-04,327,0.5,0.022903403,3.154419067,79322
TRIM32,2706.240584,5.31435186,-348,2.73E-04,397,0.333333333,0.025817061,3.184210526,113630
PASK,1247.372675,5.445828891,-454,2.66E-04,281,0.333333333,0.020769826,3.131578947,54406
FASTKD2,1086.178385,4.797683136,-469,2.65E-04,269,0.333333333,0.018127863,3.124131082,51356
RCC1,4169.43,4.966820981,-245,2.81E-04,527,0.333333333,0.037566514,3.235352532,178866
PRKCB,2212.207752,4.191882471,-400,2.70E-04,395,0.333333333,0.019867217,3.158391261,86516
LBR,5886.355206,4.418880197,-137,2.90E-04,673,0.333333333,0.045051005,3.28897716,269880
ESRRB,754.290182,6.03365105,-545,2.59E-04,186,0.333333333,0.011491751,3.086395233,26432
NUP155,2296.991613,3.838450351,-327,2.75E-04,452,0.333333333,0.031929137,3.194637537,116220
PRPF4,1244.987394,4.078408146,-448,2.66E-04,314,0.333333333,0.020895432,3.134558093,56610
EREG,259.2559765,5.86563988,-613,2.55E-04,116,0.333333333,0.008396423,3.052631579,10080
PRPF40A,987.8778975,3.986159802,-455,2.66E-04,296,0.333333333,0.021731224,3.131082423,51890
ANKRD40,505.0587856,5.919001647,-575,2.57E-04,157,0.333333333,0.010545683,3.071499503,18566
ARHGAP4,1383.014251,5.295676528,-492,2.63E-04,261,0.333333333,0.012968506,3.112711023,44942
C1orf21,1934.302201,5.456847039,-405,2.69E-04,327,0.333333333,0.02161297,3.15590864,82622
PAX2,1088.215869,6.15701478,-510,2.62E-04,219,0.333333333,0.013756039,3.103773585,38722
IFNGR1,1503.872558,5.258748881,-459,2.65E-04,286,0.333333333,0.016138407,3.129096326,58102
TCF3,2439.37368,4.843263352,-368,2.72E-04,405,0.333333333,0.027285386,3.17428004,100278
ZBTB6,1514.028171,4.893063667,-442,2.67E-04,303,0.333333333,0.019174789,3.137537239,63868
U2SURP,354.2258194,3.787482669,-552,2.59E-04,180,0.333333333,0.01368972,3.082919563,20090
FMR1,1606.704015,5.232637784,-438,2.67E-04,300,0.333333333,0.019232378,3.139523337,66656
RCBTB2,575.1134722,6.305933471,-576,2.57E-04,156,0.333333333,0.009582441,3.071002979,21386
LPXN,2883.403958,4.781747891,-357,2.73E-04,423,0.333333333,0.023018516,3.179741807,111724
CAND1,7948.552598,4.456303701,-68,2.96E-04,752,0.333333333,0.047085542,3.323237339,348112
PUM1,4016.414045,4.786571983,-272,2.79E-04,500,0.333333333,0.030623778,3.221946375,164976
ABCB1,1465.421194,5.564854526,-472,2.64E-04,271,0.333333333,0.016562132,3.122641509,54304
EXOSC2,1643.773032,3.460159912,-363,2.72E-04,418,0.333333333,0.030080053,3.176762661,91064
CBX3,2156.104837,3.113563035,-295,2.77E-04,511,0.333333333,0.036469511,3.210526316,127294
SCAI,500.3326845,5.852981056,-582,2.57E-04,149,0.333333333,0.009233552,3.068023833,16928
IL6ST,1397.617917,4.352944114,-458,2.65E-04,310,0.333333333,0.0168186,3.12959285,57000
EML3,543.19106,6.764282492,-584,2.57E-04,142,0.333333333,0.007731569,3.067030785,16678
TNFRSF25,1420.697964,5.6404947,-487,2.63E-04,258,0.333333333,0.013591305,3.115193644,47668
NR1H2,1450.236575,5.744705281,-485,2.64E-04,261,0.333333333,0.013888579,3.116186693,48676
RSRC2,1689.981608,4.751616168,-401,2.70E-04,333,0.333333333,0.022848637,3.157894737,79148
UBE2V2,3866.948521,5.133821096,-275,2.79E-04,478,0.333333333,0.032722915,3.220456802,169252
DZIP3,1165.006002,5.424772224,-492,2.63E-04,247,0.333333333,0.015432893,3.112711023,44936
BRPF1,1691.1749,5.472294999,-457,2.66E-04,290,0.333333333,0.017305439,3.130089374,65754
CSTF2,1003.951469,4.243190638,-472,2.64E-04,285,0.333333333,0.020814808,3.122641509,45218
DUSP6,1404.808482,5.679472816,-480,2.64E-04,263,0.333333333,0.015315614,3.118669315,50688
PLAU,340.3464453,6.513112297,-626,2.54E-04,110,0.333333333,0.005467779,3.045680238,10328
ZNF274,903.898344,6.460072227,-535,2.60E-04,192,0.333333333,0.011771394,3.091360477,30816
RAPGEF1,5568.732527,5.607382845,-238,2.82E-04,531,0.333333333,0.030987973,3.238828203,202380
RELB,1534.302845,5.781864839,-489,2.63E-04,261,0.333333333,0.012941488,3.114200596,47516
AMT,451.0955454,7.589189993,-611,2.55E-04,116,0.333333333,0.00594838,3.053128103,11682
SNTB2,643.3409668,6.457069489,-571,2.58E-04,161,0.333333333,0.009089169,3.073485601,20416
SNRPA1,2365.4,4.373650037,-330,2.75E-04,434,0.333333333,0.031374041,3.193147964,116656
TOP2B,3465.850602,4.277374558,-261,2.80E-04,517,0.333333333,0.035003225,3.227408143,167104
ZNF324,773.1062433,8.521965621,-592,2.56E-04,139,0.333333333,0.007424595,3.062562066,20798
ZNF85,558.5778619,6.672509914,-585,2.57E-04,149,0.333333333,0.010814246,3.06653426,23200
ZW10,1039.58932,3.737007632,-438,2.67E-04,320,0.333333333,0.024122901,3.139523337,57088
BDNF,213.0077649,6.663085715,-631,2.54E-04,93,0.333333333,0.005667577,3.043694141,7602
MED6,1209.417663,4.941508414,-456,2.66E-04,279,0.333333333,0.019068512,3.130585899,55506
RUVBL1,1213.454822,4.035883672,-430,2.67E-04,322,0.333333333,0.023845583,3.143495531,62052
CD70,1341.282093,6.913748383,-509,2.62E-04,225,0.333333333,0.013621255,3.104270109,42974
TOE1,641.8442858,4.68715614,-527,2.61E-04,214,0.333333333,0.016386047,3.095332671,28980
PRDM2,2261.359599,5.737503436,-403,2.69E-04,338,0.333333333,0.020414529,3.156901688,85616
UPF2,3178.111539,4.650551047,-303,2.77E-04,462,0.333333333,0.029833091,3.206554121,140486
DAAM1,3555.40069,5.617233096,-311,2.76E-04,435,0.333333333,0.02819294,3.202581927,148582
SMS,2360.913977,5.11872132,-363,2.72E-04,383,0.333333333,0.026586026,3.176762661,104350
PPP1R2,695.6027076,5.495269448,-532,2.60E-04,198,0.333333333,0.013137151,3.09285005,29658
MMACHC,1771.240709,6.237204348,-442,2.67E-04,286,0.333333333,0.019468919,3.137537239,66754
YME1L1,1046.41367,4.942466733,-473,2.64E-04,263,0.333333333,0.018686079,3.122144985,49948
YTHDC1,929.734289,4.68711281,-485,2.64E-04,250,0.333333333,0.016323763,3.116186693,44048
HMGXB4,1292.11,4.315193173,-403,2.69E-04,328,0.333333333,0.0273388,3.156901688,71082
EFNA1,243.3997476,6.23825457,-628,2.54E-04,99,0.333333333,0.005234035,3.042204568,7776
FCHSD2,2587.597581,5.675235813,-387,2.71E-04,363,0.333333333,0.021628322,3.164846077,102238
CAMLG,1092.721384,5.965300787,-504,2.62E-04,230,0.333333333,0.014952102,3.106752731,44676
HNRNPA2B1,4578.420005,4.021246229,-180,2.87E-04,627,0.5,0.04206024,3.267626614,228206
CBX5,3457.939586,4.530450043,-263,2.80E-04,515,0.333333333,0.037203563,3.226415094,163218
ZNF804A,728.0758644,6.31785296,-545,2.59E-04,182,0.333333333,0.011709078,3.085898709,28676
NCKAP1L,2001.878678,5.64341022,-443,2.67E-04,309,0.333333333,0.016172792,3.137040715,67508
LARP4,412.64291,4.438136209,-553,2.59E-04,174,0.333333333,0.013214516,3.082423039,21424
SETBP1,6022.193487,5.770451188,-187,2.86E-04,554,0.5,0.036270789,3.264150943,244298
SAP30,656.8567138,4.092260812,-494,2.63E-04,245,0.333333333,0.019744857,3.111717974,36522
PPP1CC,5874.132975,4.185729333,-136,2.90E-04,691,0.333333333,0.044853157,3.289473684,276226
QKI,3224.029746,5.225360869,-308,2.76E-04,435,0.333333333,0.028627549,3.2040715,139588
CUL9,802.8266485,8.184121626,-586,2.57E-04,141,0.333333333,0.006781174,3.066037736,21408
RHOH,1978.573389,5.032381837,-411,2.69E-04,343,0.333333333,0.019812078,3.152929494,78572
GOSR1,1079.073168,5.564368363,-487,2.63E-04,241,0.333333333,0.015765511,3.115193644,45494
C2CD5,3103.8538,5.435411291,-338,2.74E-04,408,0.333333333,0.026395989,3.18917577,131198
DDX10,1506.61505,4.546893134,-424,2.68E-04,330,0.333333333,0.022639884,3.146474677,69230
PABPC4,2702.457685,5.675982448,-378,2.71E-04,371,0.333333333,0.02306568,3.169314796,100862
SLC33A1,508.0523661,6.186695745,-585,2.57E-04,149,0.333333333,0.009022888,3.06653426,16938
MRAS,866.220774,6.514830343,-544,2.60E-04,186,0.333333333,0.010640292,3.086891758,27372
IPO13,1422.391375,7.947988907,-526,2.61E-04,201,0.333333333,0.010943656,3.095829196,37956
PPP1R7,963.5426196,5.968451593,-520,2.61E-04,214,0.333333333,0.013448896,3.098808342,35790
PRKCZ,1638.37507,4.778470172,-451,2.66E-04,316,0.333333333,0.017020022,3.13306852,60444
ARFGEF1,1325.588424,4.58906077,-431,2.67E-04,306,0.333333333,0.021323662,3.142999007,65036
ADAM17,971.0566139,5.031445424,-486,2.64E-04,249,0.333333333,0.016558284,3.115690169,44354
TACR2,1287.546348,5.723959832,-482,2.64E-04,253,0.333333333,0.016300365,3.117676266,50330
DKK1,232.9806199,6.870417826,-639,2.53E-04,94,0.333333333,0.006112106,3.039225422,9966
PHF3,4982.77298,4.896675946,-215,2.84E-04,557,0.333333333,0.034774118,3.250248262,209882
USP33,1123.496695,4.544826526,-460,2.65E-04,277,0.333333333,0.018282369,3.128599801,52850
MX2,297.3569626,4.745597509,-609,2.55E-04,129,0.333333333,0.006176996,3.053624628,10700
NUP160,2056.082571,4.425264074,-354,2.73E-04,405,0.333333333,0.029703517,3.18123138,101738
ARHGEF1,2268.794511,5.942304186,-434,2.67E-04,310,0.333333333,0.015315562,3.141509434,71458
PTK2,3649.106272,4.41881418,-279,2.79E-04,512,0.333333333,0.030304714,3.218470705,158348
CBL,4113.18,4.951687365,-306,2.77E-04,493,0.333333333,0.027660091,3.205064548,153144
SPRY2,1698.97655,5.3619027,-452,2.66E-04,295,0.333333333,0.017130696,3.132571996,62048
ASNS,538.8040361,4.550839314,-544,2.60E-04,196,0.333333333,0.014061815,3.086891758,24712
SLC25A40,983.1150543,5.159413423,-492,2.63E-04,246,0.333333333,0.017430892,3.112711023,42228
PXN,1118.066777,4.584548809,-511,2.62E-04,260,0.333333333,0.013176199,3.103277061,42170
CUL1,2735.788903,4.458380555,-340,2.74E-04,444,0.333333333,0.02753234,3.188182721,117344
DLG3,273.4251162,6.242826262,-627,2.54E-04,107,0.333333333,0.00721247,3.045680238,9186
ZNF24,533.7965588,6.390353723,-575,2.57E-04,151,0.333333333,0.01034254,3.071499503,18938
ZNF292,661.4578988,4.615163314,-527,2.61E-04,204,0.333333333,0.012967169,3.095332671,28682
CNOT4,1332.083656,5.8754616,-479,2.64E-04,254,0.333333333,0.016082774,3.119165839,51054
COPS5,4428.44488,4.540587248,-252,2.81E-04,547,0.333333333,0.034447156,3.231876862,192704
GNB2L1,1532.072414,5.996837994,-496,2.63E-04,251,0.333333333,0.014761518,3.110724926,85352
MGAT3,580.635148,7.365606728,-587,2.57E-04,140,0.333333333,0.008836579,3.065541212,17246
ZBTB11,1789.391969,4.825975184,-398,2.70E-04,337,0.333333333,0.022689135,3.15938431,81840
HIST1H1E,471.5633358,6.172669104,-574,2.58E-04,152,0.333333333,0.010461673,3.071996028,18580
PPIG,1127.978167,4.45703431,-450,2.66E-04,290,0.333333333,0.020402213,3.133565045,56208
MICU2,2035.548614,4.968865179,-402,2.69E-04,344,0.333333333,0.021499935,3.157398213,84092
PPP2CA,6668.571162,4.211046587,-103,2.93E-04,718,0.333333333,0.044610112,3.305858987,308408
FNBP4,2277.431978,5.384748432,-385,2.71E-04,353,0.333333333,0.022312612,3.165839126,91742
UBE2H,1490.616165,4.870310761,-438,2.67E-04,306,0.333333333,0.019313473,3.139523337,64446
ACTN4,3024.607137,5.881293106,-373,2.72E-04,375,0.333333333,0.021807235,3.171797418,107702
PTPN22,1092.448259,4.527637419,-485,2.64E-04,275,0.333333333,0.016033043,3.116186693,47004
EIF4G1,1278.881496,4.903219639,-467,2.65E-04,284,0.333333333,0.017986559,3.125124131,52010
EIF1B,1436.219944,5.626624807,-458,2.65E-04,270,0.333333333,0.017102091,3.12959285,57854
SUCLA2,1750.468144,4.839163335,-414,2.69E-04,331,0.333333333,0.021825014,3.151439921,75902
IL12B,1183.215542,5.845795148,-510,2.62E-04,229,0.333333333,0.013766167,3.103773585,39334
SF3B1,4262.522283,4.59226325,-242,2.82E-04,540,0.333333333,0.033583373,3.236842105,186742
ZBED4,539.0251811,4.969407664,-540,2.60E-04,190,0.333333333,0.014788071,3.088877855,24866
STAT5A,2711.801491,4.644811624,-384,2.71E-04,408,0.333333333,0.020458764,3.16633565,95350
WDR82,3278.23739,5.485982528,-317,2.76E-04,426,0.333333333,0.027827416,3.199602781,135086
IL2RB,1667.989344,3.840736259,-452,2.66E-04,344,0.333333333,0.015034407,3.132075472,59192
ANGPT1,659.7942135,5.820057318,-550,2.59E-04,179,0.333333333,0.011546391,3.083416087,28788
SNAI2,1058.403241,6.307567254,-515,2.61E-04,215,0.333333333,0.013028513,3.100794439,36722
PMS1,1421.03865,4.144687201,-412,2.69E-04,347,0.333333333,0.025345061,3.152432969,71252
MARCH7,3257.440939,4.382672535,-279,2.79E-04,487,0.333333333,0.030667992,3.218470705,154940
LPIN2,1002.01659,5.724083422,-501,2.62E-04,227,0.333333333,0.015009563,3.108242304,40392
IFNG,2442.610081,4.98869605,-398,2.70E-04,369,0.333333333,0.021027374,3.15938431,90402
IRF1,2429.205175,4.649389131,-392,2.70E-04,385,0.333333333,0.019710852,3.162363456,90408
HMGN3,1778.191165,5.386843573,-420,2.68E-04,319,0.333333333,0.02138517,3.148460775,75320
ARPP19,488.1975379,4.341208053,-546,2.59E-04,189,0.333333333,0.01238688,3.085898709,23374
MFHAS1,1229.086981,5.656895911,-480,2.64E-04,254,0.333333333,0.016557649,3.118669315,48216
NCOR2,4939.777571,5.175596692,-261,2.80E-04,524,0.333333333,0.030085376,3.227408143,190558
FBXO21,1096.899725,5.221964621,-478,2.64E-04,253,0.333333333,0.017514198,3.119662363,48372
VPS8,1426.740048,6.111935389,-464,2.65E-04,262,0.333333333,0.017419635,3.126613704,56254
PCF11,2774.57,5.300383903,-352,2.73E-04,399,0.333333333,0.025744876,3.182224429,121984
SMARCA5,3305.984564,4.155479276,-275,2.79E-04,515,0.333333333,0.033868013,3.220456802,157798
STK17A,1527.322654,3.960703484,-409,2.69E-04,353,0.333333333,0.021442369,3.153922542,68998
PDCD10,2452.107422,5.266437974,-369,2.72E-04,376,0.333333333,0.025403703,3.173783515,101482
ZNF124,573.9042071,5.523676906,-550,2.59E-04,178,0.333333333,0.013540917,3.083912612,27790
ALOX5,3261.647702,5.805174278,-356,2.73E-04,395,0.333333333,0.023389291,3.180238332,125254
ANGPT2,435.3104201,6.08233414,-594,2.56E-04,138,0.333333333,0.009103289,3.061569017,16886
TCF7,991.6317774,6.03450963,-529,2.61E-04,210,0.333333333,0.012052879,3.094339623,39718
BICD2,933.6116053,5.103458311,-486,2.64E-04,245,0.333333333,0.017169448,3.115690169,44614
MTF1,781.0098531,6.166145629,-543,2.60E-04,187,0.333333333,0.011355784,3.087388282,27600
MCL1,1898.786301,4.971219429,-423,2.68E-04,336,0.333333333,0.019702165,3.146971202,73812
CTBP2,2407.770438,6.224209442,-409,2.69E-04,329,0.333333333,0.020236155,3.153922542,85956
ZNF195,1620.414244,6.085051646,-454,2.66E-04,276,0.333333333,0.019484139,3.131578947,65094
VEGFC,3654.379875,6.181199355,-354,2.73E-04,396,0.333333333,0.023322766,3.18123138,130708
KAT2A,2435.720815,6.224700316,-415,2.69E-04,331,0.333333333,0.021001223,3.150943396,86652
XPC,1635.949719,7.035964702,-494,2.63E-04,239,0.333333333,0.013105148,3.11122145,50508
CHERP,525.2570203,5.124208251,-558,2.59E-04,174,0.333333333,0.011907626,3.079443893,21310
NDRG1,1479.876346,6.102452381,-482,2.64E-04,255,0.333333333,0.015043227,3.117676266,49480
ID3,1064.485905,5.843373211,-521,2.61E-04,224,0.333333333,0.012366233,3.098311817,37076
RPLP0,1083.984866,4.733077631,-486,2.64E-04,263,0.333333333,0.017022889,3.115690169,43366
U2AF2,600.1415312,4.159698898,-535,2.60E-04,216,0.333333333,0.013820066,3.091360477,26144
USP24,459.0615924,4.294240943,-550,2.59E-04,183,0.333333333,0.012468042,3.083912612,22260
DDX3Y,223.2936087,5.743447044,-622,2.54E-04,108,0.333333333,0.007034327,3.04816286,8770
