gene name,Betweenness unDir,Stress unDir
SYCE2,63.34429231,2092
SPC24,254.7656211,18332
MAGOHB,258.744645,14446
PLCD3,46.01948906,1416
GINS4,352.3192361,17268
PBK,4037.459729,201574
RMI1,3585.390987,153646
TRPV1,316.1903459,10076
PLCD4,311.4639989,10314
FCRL1,609.420279,19966
PLCZ1,781.8194064,30488
ECT2,1801.552012,90298
ECSCR,28.23287218,850
WDR76,2437.648405,104290
GINS2,958.0712961,57650
PIDD,704.9614293,20532
SPO11,153.9528276,5856
SPDL1,2422.751741,109668
SHCBP1,1709.226051,69622
DCLRE1B,175.2656203,10720
HELLS,1828.551411,97038
DSCC1,279.7358448,16710
ANTXR1,1626.682982,60628
TRMT2B,377.3483177,11362
SLC22A16,162.0102645,6502
MED18,677.7572947,23972
IL23R,77.71255217,3192
PKIB,440.8015978,18362
SLITRK1,807.2562046,32732
BRSK1,290.6743736,14276
AAAS,953.8405593,34548
TP53AIP1,115.447097,4178
GPR132,113.3586944,3094
OLAH,149.7894385,6752
MCPH1,3968.912476,166814
USP44,1014.097235,38470
USP53,677.3782935,18230
GPRASP2,143.4092381,3898
C18orf56,57.60995015,1994
NSD1,2114.023259,81896
C7orf43,640.2603278,21958
DEPDC1,2043.651603,93526
MAPK3,2511.798367,96778
MNS1,369.1794471,19026
CHD7,1989.009613,84522
ING5,157.5562521,6982
FAM64A,462.2217926,20128
DAB1,4054.992791,161930
OSBPL6,323.2991389,13000
CENPQ,272.1649747,19654
CHTF18,319.5197237,16622
TNS1,744.2218921,28984
ING4,581.4645416,20444
CENPL,559.9741146,32088
INSRR,471.9430336,19304
INCENP,2257.196396,116574
CD82,346.8052945,12302
SHROOM3,1521.329995,58728
BCAS4,1672.542821,73928
POLL,1115.066719,36124
KIAA1377,41.40948407,1288
NARFL,388.0736938,10426
TSSK1B,1533.313974,74052
ZFPM2,1199.691213,43868
USF1,375.6162358,14142
TDP1,2083.904398,100546
FAM221A,124.409775,7218
MAK,988.3390803,48824
STEAP3,680.1304361,26148
PPM1J,37.84160335,924
NLRC4,133.3704216,3940
RAD54B,740.7560664,34156
BRWD3,170.6195845,8606
MASTL,872.1050919,54462
FBXW8,646.8391487,25478
SPCS2,1827.356634,66438
SMPX,695.5602911,19842
CASP14,124.058843,4648
ZNF785,261.2938715,9430
EPT1,17.69507941,878
SNIP1,1048.270986,43694
C2orf43,319.32305,14196
ESCO2,99.67988075,6682
HSH2D,272.6441236,10148
NEIL3,3162.365832,109696
NUDT6,42.21381681,1454
FANCM,134.5632332,7644
MTA2,778.5690941,29602
TIAM2,472.6730015,16868
ERMAP,17.46026492,592
HIST1H3B,194.015563,7758
CLSPN,222.9496439,10906
DEPDC1B,1298.741745,60876
C19orf40,129.5755361,3798
CCDC37,133.7536615,5636
TMA16,2327.67716,116460
E2F7,2404.789628,105864
SUV39H2,1778.691562,73100
REEP4,378.7472333,10712
TTPAL,119.1311582,4674
ZNF221,60.36505247,1018
ADAT2,143.6651188,5452
PMS2,516.6215334,24480
CLK1,715.1556419,35022
MTBP,284.0236426,11904
TEX15,90.17124597,3510
BHLHE41,162.0925334,4370
TSPY1,19.59495676,350
DEFA1,0.252147315,18
POU5F1,106.545445,3314
SMC1B,43.65902046,1088
SNX25,1247.838378,58730
SMPD4,270.4081564,11726
SLC45A3,104.7487285,3092
UBD,1449.382525,50870
SNURF,0.649857747,20
SLC2A14,33.7559068,1144
MSH5,63.85018983,2720
RAD51AP2,0,0
